iter	Passed	Remaining
271	425	1138
272	426	1137
273	428	1135
274	429	1132
275	430	1129
276	431	1126
277	432	1123
278	433	1120
279	434	1117
280	435	1115
281	439	1119
282	441	1117
283	443	1117
284	444	1115
285	445	1112
286	447	1112
287	449	1110
288	451	1109
289	452	1107
290	453	1104
291	454	1101
292	456	1102
293	458	1100
294	459	1098
295	460	1095
296	461	1093
297	462	1090
298	463	1087
299	464	1084
300	465	1081
301	466	1078
302	467	1075
303	468	1072
304	469	1069
305	470	1066
306	471	1063
307	472	1060
308	473	1057
309	473	1054
310	477	1058
311	478	1055
312	479	1053
313	480	1050
314	481	1047
315	482	1044
316	483	1041
317	484	1038
318	485	1035
319	486	1033
320	487	1030
321	488	1028
322	489	1025
323	490	1022
324	491	1020
325	492	1017
326	494	1017
327	495	1015
328	496	1012
329	497	1009
330	498	1007
331	499	1004
332	500	1002
333	501	999
334	501	996
335	503	994
336	504	992
337	505	989
338	506	986
339	507	984
340	507	981
341	509	979
342	509	976
343	510	973
344	511	970
345	513	970
346	514	968
347	515	965
348	516	963
349	517	961
350	518	959
351	519	956
352	520	953
353	520	950
354	521	947
355	522	944
356	522	941
357	523	939
358	524	936
359	525	933
360	526	931
361	526	928
362	527	925
363	528	922
364	533	928
365	534	925
366	535	923
367	536	921
368	537	918
369	538	916
370	538	913
371	539	911
372	540	908
373	541	906
374	542	903
375	543	901
376	544	899
377	545	897
378	546	894
379	546	892
380	547	889
381	549	889
382	550	887
383	551	884
384	552	881
385	552	879
386	553	876
387	554	874
388	554	871
389	555	869
390	556	866
391	557	864
392	558	861
393	558	859
394	559	856
395	560	854
396	560	852
397	561	849
398	562	847
399	563	844
400	563	842
401	564	839
402	565	837
403	565	834
404	567	834
405	568	832
406	569	830
407	571	829
408	572	827
409	573	825
410	574	822
411	575	820
412	575	818
413	576	816
414	577	813
415	578	811
416	578	809
417	579	807
418	580	805
419	581	802
420	582	800
421	582	798
422	583	795
423	584	793
424	584	791
425	590	795
426	591	793
427	592	791
428	593	789
429	593	787
430	594	784
431	595	783
432	596	781
433	597	779
434	598	777
435	599	775
436	600	773
437	600	771
438	601	768
439	602	766
440	602	764
441	603	762
442	605	761
443	606	759
444	607	757
445	608	755
446	609	753
447	609	751
448	610	749
449	611	746
450	611	744
451	612	742
452	613	740
453	614	738
454	614	736
455	615	734
456	616	732
457	617	730
458	617	728
459	618	726
460	619	724
461	619	721
462	620	719
463	621	717
464	622	715
465	624	715
466	626	714
467	627	713
468	628	711
469	629	709
470	629	707
471	630	705
472	631	703
473	631	701
474	632	699
475	633	697
476	634	695
477	634	693
478	635	691
479	636	689
480	636	687
481	637	685
482	638	683
483	638	681
484	639	679
485	640	677
486	641	676
487	642	674
488	643	672
489	644	670
490	644	668
491	645	666
492	646	664
493	646	662
494	647	660
495	648	658
496	648	656
497	649	654
498	650	652
499	650	650
500	651	649
501	652	647
502	653	645
503	654	643
504	654	641
505	655	639
506	656	638
507	656	636
508	657	634
509	660	634
510	661	632
511	662	631
512	663	629
513	663	627
514	664	626
515	665	624
516	666	622
517	667	620
518	667	618
519	668	617
520	669	615
521	670	613
522	670	611
523	671	609
524	672	608
525	672	606
526	673	604
527	674	602
528	674	600
529	675	599
530	678	599
531	682	600
532	683	599
533	684	597
534	685	595
535	686	594
536	687	592
537	687	590
538	688	588
539	689	587
540	689	585
541	690	583
542	691	581
543	692	580
544	692	578
545	693	576
546	694	574
547	696	574
548	733	602
549	735	601
550	737	601
551	739	600
552	740	598
553	744	599
554	745	598
555	747	596
556	748	594
557	749	593
558	750	591
559	751	590
560	752	588
561	753	587
562	754	585
563	756	584
564	757	583
565	758	581
566	759	580
567	760	578
568	761	577
569	764	576
570	766	575
571	768	574
572	786	586
573	787	584
574	796	588
575	797	587
576	799	585
577	805	587
578	807	586
579	808	585
580	810	584
581	811	582
582	812	581
583	813	579
584	814	577
585	815	575
586	815	573
587	816	572
588	817	570
589	817	568
590	820	567
591	821	566
592	822	564
593	822	562
594	823	560
595	824	558
596	825	556
597	825	555
598	826	553
599	827	551
600	827	549
601	828	547
602	829	545
603	830	544
604	830	542
605	831	540
606	832	538
607	832	536
608	833	535
609	834	533
610	835	531
611	835	529
612	836	528
613	840	528
614	841	527
615	842	525
616	843	523
617	844	521
618	845	520
619	845	518
620	846	516
621	847	514
622	848	513
623	848	511
624	849	509
625	850	508
626	851	506
627	851	504
628	852	502
629	853	501
630	853	499
631	854	497
632	855	495
633	860	496
634	860	494
635	861	493
636	862	491
637	863	489
638	864	488
639	864	486
640	865	484
641	866	483
642	867	481
643	867	479
644	868	477
645	869	476
646	869	474
647	870	472
648	871	471
649	871	469
650	872	467
651	873	466
652	873	464
653	877	464
654	878	462
655	879	461
656	880	459
657	880	457
658	881	456
659	882	454
660	883	452
661	883	451
662	884	449
663	885	448
664	886	446
665	886	444
666	887	443
667	888	441
668	888	439
669	889	438
670	890	436
671	898	438
672	899	437
673	900	435
674	901	433
675	902	432
676	902	430
677	903	429
678	904	427
679	904	425
680	905	424
681	906	422
682	907	421
683	907	419
684	908	417
685	909	416
686	910	414
687	910	413
688	911	411
689	912	409
690	915	409
691	915	407
692	916	406
693	917	404
694	918	402
695	918	401
696	919	399
697	920	398
698	921	396
699	921	395
700	922	393
701	923	391
702	923	390
703	924	388
704	925	387
705	925	385
706	926	383
707	927	382
708	927	380
709	928	379
710	929	377
711	930	376
712	930	374
713	935	374
714	936	373
715	937	371
716	938	370
717	938	368
718	939	367
719	940	365
720	940	364
721	941	362
722	942	360
723	942	359
724	943	357
725	944	356
726	944	354
727	945	353
728	946	351
729	947	350
730	948	348
731	948	347
732	951	346
733	952	345
734	953	343
735	954	342
736	955	340
737	956	339
738	957	338
739	957	336
740	958	335
741	959	333
742	960	332
743	960	330
744	961	329
745	964	328
746	964	326
747	965	325
748	966	323
749	967	322
750	968	320
751	970	320
752	971	318
753	972	317
754	973	315
755	973	314
756	974	312
757	975	311
758	976	310
759	977	308
760	978	307
761	979	305
762	979	304
763	981	303
764	982	301
765	983	300
766	984	298
767	984	297
768	985	296
769	986	294
770	988	293
771	989	292
772	993	291
773	994	290
774	995	288
775	996	287
776	996	286
777	997	284
778	998	283
779	998	281
780	999	280
781	1000	278
782	1001	277
783	1001	276
784	1002	274
785	1003	273
786	1004	271
787	1005	270
788	1012	270
789	1013	269
790	1014	267
791	1015	266
792	1015	265
793	1016	263
794	1017	262
795	1017	260
796	1018	259
797	1020	258
798	1021	256
799	1021	255
800	1022	254
801	1023	252
802	1023	251
803	1024	249
804	1026	248
805	1027	247
806	1028	245
807	1029	244
808	1030	243
809	1030	241
810	1031	240
811	1032	238
812	1032	237
813	1033	236
814	1034	234
815	1035	233
816	1035	232
817	1036	230
818	1037	229
819	1038	227
820	1038	226
821	1039	225
822	1040	223
823	1040	222
824	1041	220
825	1042	219
826	1042	218
827	1047	217
828	1048	216
829	1049	214
830	1050	213
831	1051	212
832	1051	210
833	1052	209
834	1053	208
835	1053	206
836	1054	205
837	1055	204
838	1056	202
839	1056	201
840	1057	199
841	1058	198
842	1058	197
843	1059	195
844	1060	194
845	1060	193
846	1061	191
847	1063	190
848	1064	189
849	1065	188
850	1066	186
851	1067	185
852	1068	184
853	1068	182
854	1069	181
855	1070	180
856	1070	178
857	1071	177
858	1072	176
859	1073	174
860	1073	173
861	1074	172
862	1075	170
863	1076	169
864	1076	168
865	1077	166
866	1078	165
867	1078	164
868	1079	162
869	1080	161
870	1082	160
871	1084	159
872	1085	157
873	1086	156
874	1087	155
875	1088	154
876	1088	152
877	1089	151
878	1090	150
879	1091	148
880	1092	147
881	1093	146
882	1094	145
883	1095	143
884	1095	142
885	1096	141
886	1097	139
887	1097	138
888	1098	137
889	1099	135
890	1100	134
891	1103	133
892	1104	132
893	1105	131
894	1106	129
895	1107	128
896	1107	127
897	1108	125
898	1109	124
899	1110	123
900	1110	122
901	1111	120
902	1112	119
903	1112	118
904	1113	116
905	1115	115
906	1115	114
907	1120	113
908	1121	112
909	1123	111
910	1125	109
911	1126	108
912	1126	107
913	1127	106
914	1128	104
915	1128	103
916	1129	102
917	1130	100
918	1131	99
919	1132	98
920	1132	97
921	1133	95
922	1134	94
923	1134	93
924	1137	92
925	1138	91
926	1139	89
927	1140	88
928	1141	87
929	1142	86
930	1143	84
931	1144	83
932	1144	82
933	1145	80
934	1146	79
935	1147	78
936	1148	77
937	1148	75
938	1149	74
939	1150	73
940	1151	72
941	1151	70
942	1152	69
943	1153	68
944	1155	67
945	1157	66
946	1158	64
947	1160	63
948	1161	62
949	1162	61
950	1162	59
951	1163	58
952	1164	57
953	1164	56
954	1165	54
955	1166	53
956	1166	52
957	1167	51
958	1168	49
959	1169	48
960	1169	47
961	1170	46
962	1171	44
963	1171	43
964	1174	42
965	1175	41
966	1176	40
967	1177	38
968	1178	37
969	1178	36
970	1179	35
971	1180	34
972	1181	32
973	1181	31
974	1182	30
975	1183	29
976	1183	27
977	1184	26
978	1185	25
979	1186	24
980	1186	22
981	1187	21
982	1188	20
983	1189	19
984	1189	18
985	1190	16
986	1193	15
987	1194	14
988	1195	13
989	1196	12
990	1197	10
991	1198	9
992	1199	8
993	1199	7
994	1200	6
995	1201	4
996	1202	3
997	1202	2
998	1203	1
999	1204	0
